title	views	users	revenue	rpm	top_source	n_sources
손목닥터 포인트 사용법 전환 - 더픽	42.0	36.0	4.87054	115.96523809523809	(direct) / (none)	2
KB손해보험 고객센터 바로가기 - 더픽	113.0	93.0	4.86539	43.05654867256637	m.search.naver.com / referral	3
지상파 라디오 편성표 - 더픽	348.0	284.0	4.843833999999999	13.919063218390802	m.blog.naver.com / referral	6
신일전자 AS센터 이용 완벽 가이드: 전화번호, 영업시간, 상담원 연결 팁 - 더픽	174.0	141.0	4.714747	27.096247126436783	(direct) / (none)	2
테무 고객센터 바로가기 - 더픽	49.0	30.0	4.707066	96.06257142857143	(direct) / (none)	2
KFC 할인 앱 어플 설치 다운로드 쿠폰 배달 - 더픽	130.0	117.0	4.688467	36.06513076923077	(direct) / (none)	5
에이스침대 고객센터 바로가기 - 더픽	229.0	219.0	4.657688	20.339248908296945	m.search.naver.com / referral	4
넷마블 바둑·장기 정보 총정리 — 설치·오류 해결부터 표준장기룰까지 | 주카 비즈	185.0	165.0	4.633368	25.04523243243243	bing / organic	8
2026 프로야구 개막전 중계 바로가기 - 더픽	90.0	65.0	4.606106	51.178955555555554	(direct) / (none)	2
라이나 고객센터 바로가기 - 더픽	86.0	70.0	4.585346	53.31797674418605	(direct) / (none)	3
로보락 고객센터 AS 접수 및 위치 조회하기 - 더픽	145.0	123.0	4.544489	31.341303448275863	(direct) / (none)	5
앱플레이어 다운로드 - 더픽	418.0	318.0	4.532568	10.843464114832537	(direct) / (none)	3
국민연금 실버론 대출 신청 바로가기 - 더픽	44.0	38.0	4.531761	102.9945681818182	(direct) / (none)	3
삼성카드 포인트 전환 사용처 바로가기 - 더픽	107.0	95.0	4.446393	41.55507476635513	(direct) / (none)	6
중고나라 고객센터 바로가기 - 더픽	184.0	150.0	4.3944350000000005	23.88279891304348	(direct) / (none)	2
삼성닷컴 앱 다운로드 - 더픽	66.0	53.0	4.330344	65.61127272727272	(direct) / (none)	3
롯데카드 홈페이지 바로가기 - 더픽	62.0	46.0	4.308331	69.48920967741935	(direct) / (none)	1
대한노인회 사이트 바로가기 - 더픽	75.0	59.0	4.151438	55.35250666666666	(direct) / (none)	3
SBS 온에어 편성표 바로가기 - 더픽	142.0	120.0	4.142973	29.175866197183094	(direct) / (none)	3
